0,0,0.40703,0.96145,0.13102
0,1,0.98769,0.14844,0.86789
0,2,0.64156,0.77990,0.82658
0,3,0.40757,0.07693,0.90286
0,4,0.32932,0.91955,0.79528
0,5,0.25235,0.25599,0.38756
0,6,0.76230,0.04384,0.75804
0,7,0.33028,0.06071,0.38185
0,8,0.71369,0.95727,0.80014
0,9,0.93986,0.23667,0.78102
0,10,0.67205,0.16684,0.13448
0,11,0.19477,0.53481,0.59747
0,12,0.64367,0.15301,0.63994
0,13,0.47288,0.67229,0.09988
0,14,0.60838,0.07097,0.73751
0,15,0.31389,0.51733,0.76626
0,16,0.59930,0.37148,0.50144
0,17,0.69989,0.03434,0.07214
0,18,0.46765,0.71012,0.93369
0,19,0.49314,0.21500,0.53895
0,20,0.13211,0.43155,0.04611
0,21,0.03834,0.30196,0.03461
0,22,0.61386,0.16148,0.03464
0,23,0.19174,0.64868,0.42042
0,24,0.00019,0.11596,0.92882
0,25,0.68056,0.12892,0.81683
0,26,0.53461,0.15532,0.48292
0,27,0.35383,0.89082,0.98312
0,28,0.35671,0.21904,0.40180
0,29,0.00153,0.71617,0.73118
0,30,0.92507,0.57353,0.30108
0,31,0.19593,0.94061,0.80468
0,32,0.26426,0.50112,0.31579
0,33,0.53375,0.67997,0.31994
0,34,0.21851,0.49417,0.47873
0,35,0.98509,0.33163,0.69720
0,36,0.86185,0.18886,0.24523
0,37,0.66053,0.47701,0.07376
0,38,0.64075,0.12132,0.07872
0,39,0.99928,0.86669,0.52013
0,40,0.75734,0.65533,0.09140
0,41,0.16488,0.21399,0.56193
0,42,0.30977,0.32180,0.51074
0,43,0.08480,0.28330,0.47676
0,44,0.83911,0.96357,0.72722
0,45,0.41724,0.49906,0.74391
0,46,0.90145,0.70953,0.03184
0,47,0.06742,0.16181,0.51989
0,48,0.81824,0.23964,0.62108
0,49,0.50834,0.60296,0.99490
0,50,0.23694,0.24229,0.15743
0,51,0.86865,0.46918,0.50311
0,52,0.83980,0.44005,0.89823
0,53,0.48323,0.63141,0.16211
0,54,0.58686,0.27612,0.74855
0,55,0.80679,0.73872,0.59729
0,56,0.71442,0.18966,0.67995
0,57,0.90150,0.55067,0.05562
0,58,0.74942,0.58474,0.67873
0,59,0.45680,0.35977,0.60653
0,60,0.88955,0.72195,0.88068
0,61,0.51153,0.24286,0.79501
0,62,0.65788,0.99746,0.28317
0,63,0.20236,0.03711,0.76770
0,64,0.78833,0.52867,0.42680
0,65,0.24913,0.06268,0.41892
0,66,0.73343,0.67919,0.12817
0,67,0.17355,0.92092,0.91426
0,68,0.03700,0.79928,0.45616
0,69,0.72288,0.41482,0.89571
0,70,0.19981,0.13340,0.11076
0,71,0.48156,0.64853,0.79904
0,72,0.47035,0.15813,0.73633
0,73,0.55652,0.50114,0.59899
0,74,0.22861,0.25856,0.57496
0,75,0.40100,0.53233,0.78817
0,76,0.70487,0.67207,0.55964
0,77,0.88453,0.27029,0.72628
0,78,0.65235,0.98627,0.27525
0,79,0.18121,0.68019,0.97404
0,80,0.68564,0.59668,0.39072
0,81,0.87716,0.49989,0.64033
0,82,0.08270,0.96356,0.61958
0,83,0.24650,0.90346,0.47000
0,84,0.22087,0.14488,0.98018
0,85,0.96211,0.11904,0.75380
0,86,0.13067,0.18686,0.52371
0,87,0.00353,0.29163,0.49844
0,88,0.24831,0.36144,0.65857
0,89,0.52052,0.36709,0.63123
0,90,0.05505,0.21650,0.71881
0,91,0.10482,0.74631,0.16070
0,92,0.93170,0.10068,0.19584
0,93,0.53495,0.96024,0.77037
0,94,0.64418,0.65612,0.36909
0,95,0.23168,0.82247,0.18754
0,96,0.97659,0.58810,0.20758
0,97,0.80064,0.37329,0.88489
0,98,0.38564,0.46011,0.02779
0,99,0.10905,0.87369,0.07231
0,100,0.30832,0.92878,0.95264
0,101,0.06232,0.47703,0.40314
0,102,0.54010,0.52691,0.82817
0,103,0.04123,0.98301,0.43984
0,104,0.45782,0.52386,0.57662
0,105,0.23332,0.37143,0.56948
0,106,0.31161,0.30817,0.47308
0,107,0.07778,0.26917,0.90783
0,108,0.96152,0.27829,0.24359
0,109,0.08823,0.84938,0.52366
0,110,0.22599,0.14392,0.86528
0,111,0.81635,0.46917,0.28236
0,112,0.68494,0.83633,0.21260
0,113,0.25053,0.66860,0.22167
0,114,0.52865,0.04170,0.80072
0,115,0.74719,0.08053,0.38874
0,116,0.57347,0.25079,0.95630
0,117,0.46198,0.41563,0.43377
0,118,0.39727,0.97534,0.56761
0,119,0.78161,0.46800,0.62321
0,120,0.33645,0.76025,0.44242
0,121,0.83367,0.46096,0.28566
0,122,0.09997,0.24832,0.49909
0,123,0.27672,0.86253,0.56426
0,124,0.47417,0.32818,0.68425
0,125,0.27032,0.24930,0.05965
0,126,0.57874,0.94627,0.95016
0,127,0.28470,0.87165,0.85694
0,128,0.61689,0.04757,0.55400
0,129,0.05720,0.39248,0.46770
0,130,0.69771,0.42410,0.81754
0,131,0.35785,0.37110,0.15392
0,132,0.89758,0.62701,0.09320
0,133,0.32911,0.39476,0.72702
0,134,0.01658,0.62012,0.40855
0,135,0.45668,0.41890,0.41891
0,136,0.57010,0.61709,0.40070
0,137,0.60395,0.60144,0.45500
0,138,0.26290,0.57150,0.21947
